MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20170404,TN,47.99,52.01,5.90,0.53,0.00,0.00,2017-04-04,2017-04-10,1
20170328,TN,47.99,52.01,6.24,1.15,0.00,0.00,2017-03-28,2017-04-03,1
20170321,TN,25.40,74.60,13.36,4.74,1.13,0.00,2017-03-21,2017-03-27,1
20170314,TN,10.44,89.56,19.65,8.67,1.13,0.00,2017-03-14,2017-03-20,1
20170307,TN,5.24,94.76,19.65,9.13,1.54,0.00,2017-03-07,2017-03-13,1
20170228,TN,5.24,94.76,19.65,9.13,1.54,0.00,2017-02-28,2017-03-06,1
20170221,TN,48.86,51.14,16.78,5.60,0.19,0.00,2017-02-21,2017-02-27,1
20170214,TN,48.99,51.01,16.78,5.32,0.02,0.00,2017-02-14,2017-02-20,1
20170207,TN,48.99,51.01,16.70,5.32,0.02,0.00,2017-02-07,2017-02-13,1
20170131,TN,48.99,51.01,16.70,5.32,0.02,0.00,2017-01-31,2017-02-06,1
20170124,TN,48.99,51.01,16.70,5.32,0.02,0.00,2017-01-24,2017-01-30,1
20170117,TN,32.58,67.42,35.33,13.03,1.83,0.00,2017-01-17,2017-01-23,1
20170110,TN,22.96,77.04,37.78,13.03,1.83,0.00,2017-01-10,2017-01-16,1
20170103,TN,22.96,77.04,37.78,13.03,1.83,0.00,2017-01-03,2017-01-09,1
20161227,TN,7.61,92.39,46.77,19.76,5.06,0.00,2016-12-27,2017-01-02,1
20161220,TN,0.00,100.00,100.00,22.58,5.06,0.00,2016-12-20,2016-12-26,1
20161213,TN,0.00,100.00,100.00,79.38,12.04,0.00,2016-12-13,2016-12-19,1
20161206,TN,0.00,100.00,100.00,81.34,12.28,0.00,2016-12-06,2016-12-12,1
20161129,TN,0.00,100.00,100.00,99.08,60.43,13.60,2016-11-29,2016-12-05,1
20161122,TN,0.00,100.00,100.00,99.08,60.43,13.60,2016-11-22,2016-11-28,1
20161115,TN,0.00,100.00,100.00,94.87,35.22,8.73,2016-11-15,2016-11-21,1
20161108,TN,0.00,100.00,98.61,56.16,14.79,6.47,2016-11-08,2016-11-14,1
20161101,TN,0.00,100.00,97.46,35.09,14.71,5.07,2016-11-01,2016-11-07,1
20161025,TN,0.04,99.96,72.11,30.45,9.85,1.74,2016-10-25,2016-10-31,1
20161018,TN,0.04,99.96,55.17,22.33,8.42,1.74,2016-10-18,2016-10-24,1
20161011,TN,4.39,95.61,51.78,10.86,4.03,1.74,2016-10-11,2016-10-17,1
20161004,TN,40.98,59.02,27.21,10.27,4.03,1.38,2016-10-04,2016-10-10,1
20160927,TN,56.05,43.95,17.41,7.96,3.54,1.38,2016-09-27,2016-10-03,1
20160920,TN,62.02,37.98,16.84,7.26,1.50,0.00,2016-09-20,2016-09-26,1
20160913,TN,63.14,36.86,15.96,7.26,0.86,0.00,2016-09-13,2016-09-19,1
20160906,TN,67.83,32.17,13.66,7.56,0.04,0.00,2016-09-06,2016-09-12,1
20160830,TN,68.22,31.78,13.66,7.56,0.04,0.00,2016-08-30,2016-09-05,1
20160823,TN,62.63,37.37,13.87,7.57,0.04,0.00,2016-08-23,2016-08-29,1
20160816,TN,44.35,55.65,24.73,10.51,2.23,0.00,2016-08-16,2016-08-22,1
20160809,TN,42.84,57.16,24.73,10.51,1.61,0.00,2016-08-09,2016-08-15,1
20160802,TN,28.69,71.31,32.31,12.66,1.61,0.00,2016-08-02,2016-08-08,1
20160726,TN,25.55,74.45,32.31,12.66,1.61,0.00,2016-07-26,2016-08-01,1
20160719,TN,25.57,74.43,31.75,12.65,1.24,0.00,2016-07-19,2016-07-25,1
20160712,TN,37.55,62.45,31.63,12.67,1.24,0.00,2016-07-12,2016-07-18,1
20160705,TN,31.76,68.24,40.43,15.14,0.56,0.00,2016-07-05,2016-07-11,1
20160628,TN,37.23,62.77,32.66,5.64,0.14,0.00,2016-06-28,2016-07-04,1
20160621,TN,29.46,70.54,46.38,8.52,0.00,0.00,2016-06-21,2016-06-27,1
20160614,TN,37.79,62.21,43.48,6.53,0.00,0.00,2016-06-14,2016-06-20,1
20160607,TN,40.32,59.68,41.09,1.96,0.00,0.00,2016-06-07,2016-06-13,1
20160531,TN,39.33,60.67,47.28,1.96,0.00,0.00,2016-05-31,2016-06-06,1
20160524,TN,38.73,61.27,30.81,0.00,0.00,0.00,2016-05-24,2016-05-30,1
20160517,TN,34.85,65.15,33.73,0.00,0.00,0.00,2016-05-17,2016-05-23,1
20160510,TN,34.63,65.37,32.57,0.00,0.00,0.00,2016-05-10,2016-05-16,1
20160503,TN,38.76,61.24,24.49,0.00,0.00,0.00,2016-05-03,2016-05-09,1
20160426,TN,40.04,59.96,0.00,0.00,0.00,0.00,2016-04-26,2016-05-02,1
20160419,TN,48.87,51.13,0.00,0.00,0.00,0.00,2016-04-19,2016-04-25,1
20160412,TN,94.69,5.31,0.00,0.00,0.00,0.00,2016-04-12,2016-04-18,1
20160405,TN,100.00,0.00,0.00,0.00,0.00,0.00,2016-04-05,2016-04-11,1
20160329,TN,99.80,0.20,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04,1
20160322,TN,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-22,2016-03-28,1
20160315,TN,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-15,2016-03-21,1
20160308,TN,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14,1
20160301,TN,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-01,2016-03-07,1
20160223,TN,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-23,2016-02-29,1
20160216,TN,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-16,2016-02-22,1
20160209,TN,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15,1
20160202,TN,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-02,2016-02-08,1
20160126,TN,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-26,2016-02-01,1
20160119,TN,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-19,2016-01-25,1
20160112,TN,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-12,2016-01-18,1
20160105,TN,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-05,2016-01-11,1
20151229,TN,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-29,2016-01-04,1
20151222,TN,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-22,2015-12-28,1
20151215,TN,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-15,2015-12-21,1
20151208,TN,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-08,2015-12-14,1
20151201,TN,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-01,2015-12-07,1
20151124,TN,95.53,4.47,0.00,0.00,0.00,0.00,2015-11-24,2015-11-30,1
20151117,TN,87.49,12.51,0.00,0.00,0.00,0.00,2015-11-17,2015-11-23,1
20151110,TN,91.50,8.50,0.05,0.00,0.00,0.00,2015-11-10,2015-11-16,1
20151103,TN,91.58,8.42,0.05,0.00,0.00,0.00,2015-11-03,2015-11-09,1
20151027,TN,78.48,21.52,5.39,0.00,0.00,0.00,2015-10-27,2015-11-02,1
20151020,TN,64.79,35.21,10.49,0.00,0.00,0.00,2015-10-20,2015-10-26,1
20151013,TN,77.98,22.02,7.84,0.00,0.00,0.00,2015-10-13,2015-10-19,1
20151006,TN,89.74,10.26,0.00,0.00,0.00,0.00,2015-10-06,2015-10-12,1
20150929,TN,77.22,22.78,0.39,0.00,0.00,0.00,2015-09-29,2015-10-05,1
20150922,TN,77.48,22.52,0.39,0.00,0.00,0.00,2015-09-22,2015-09-28,1
20150915,TN,84.75,15.25,0.00,0.00,0.00,0.00,2015-09-15,2015-09-21,1
20150908,TN,88.81,11.19,0.00,0.00,0.00,0.00,2015-09-08,2015-09-14,1
20150901,TN,95.20,4.80,0.00,0.00,0.00,0.00,2015-09-01,2015-09-07,1
20150825,TN,95.28,4.72,0.00,0.00,0.00,0.00,2015-08-25,2015-08-31,1
20150818,TN,95.25,4.75,0.00,0.00,0.00,0.00,2015-08-18,2015-08-24,1
20150811,TN,95.25,4.75,0.00,0.00,0.00,0.00,2015-08-11,2015-08-17,1
20150804,TN,97.21,2.79,0.00,0.00,0.00,0.00,2015-08-04,2015-08-10,1
20150728,TN,99.95,0.05,0.00,0.00,0.00,0.00,2015-07-28,2015-08-03,1
20150721,TN,99.95,0.05,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27,1
20150714,TN,99.95,0.05,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20,1
20150707,TN,89.93,10.07,0.00,0.00,0.00,0.00,2015-07-07,2015-07-13,1
20150630,TN,55.82,44.18,9.86,0.00,0.00,0.00,2015-06-30,2015-07-06,1
20150623,TN,51.58,48.42,11.99,0.00,0.00,0.00,2015-06-23,2015-06-29,1
20150616,TN,74.99,25.01,9.35,0.00,0.00,0.00,2015-06-16,2015-06-22,1
20150609,TN,78.66,21.34,0.00,0.00,0.00,0.00,2015-06-09,2015-06-15,1
20150602,TN,77.93,22.07,0.00,0.00,0.00,0.00,2015-06-02,2015-06-08,1
20150526,TN,36.23,63.77,0.00,0.00,0.00,0.00,2015-05-26,2015-06-01,1
20150519,TN,79.51,20.49,0.00,0.00,0.00,0.00,2015-05-19,2015-05-25,1
20150512,TN,79.51,20.49,0.00,0.00,0.00,0.00,2015-05-12,2015-05-18,1
20150505,TN,100.00,0.00,0.00,0.00,0.00,0.00,2015-05-05,2015-05-11,1
20150428,TN,100.00,0.00,0.00,0.00,0.00,0.00,2015-04-28,2015-05-04,1
20150421,TN,97.80,2.20,0.00,0.00,0.00,0.00,2015-04-21,2015-04-27,1
20150414,TN,97.10,2.90,0.00,0.00,0.00,0.00,2015-04-14,2015-04-20,1
20150407,TN,97.10,2.90,0.00,0.00,0.00,0.00,2015-04-07,2015-04-13,1
20150331,TN,97.10,2.90,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06,1
20150324,TN,92.96,7.04,0.00,0.00,0.00,0.00,2015-03-24,2015-03-30,1
20150317,TN,88.97,11.03,0.00,0.00,0.00,0.00,2015-03-17,2015-03-23,1
20150310,TN,88.97,11.03,0.00,0.00,0.00,0.00,2015-03-10,2015-03-16,1
20150303,TN,84.19,15.81,2.85,0.00,0.00,0.00,2015-03-03,2015-03-09,1
20150224,TN,80.73,19.27,5.69,0.00,0.00,0.00,2015-02-24,2015-03-02,1
20150217,TN,48.55,51.45,28.56,13.07,0.00,0.00,2015-02-17,2015-02-23,1
20150210,TN,50.33,49.67,28.56,13.07,0.00,0.00,2015-02-10,2015-02-16,1
20150203,TN,58.12,41.88,22.52,0.33,0.00,0.00,2015-02-03,2015-02-09,1
20150127,TN,58.57,41.43,16.67,0.00,0.00,0.00,2015-01-27,2015-02-02,1
20150120,TN,76.27,23.73,16.02,0.00,0.00,0.00,2015-01-20,2015-01-26,1
20150113,TN,77.62,22.38,10.03,0.00,0.00,0.00,2015-01-13,2015-01-19,1
20150106,TN,82.96,17.04,0.00,0.00,0.00,0.00,2015-01-06,2015-01-12,1
20141230,TN,82.96,17.04,0.00,0.00,0.00,0.00,2014-12-30,2015-01-05,1
20141223,TN,82.83,17.17,0.00,0.00,0.00,0.00,2014-12-23,2014-12-29,1
20141216,TN,82.83,17.17,0.00,0.00,0.00,0.00,2014-12-16,2014-12-22,1
20141209,TN,100.00,0.00,0.00,0.00,0.00,0.00,2014-12-09,2014-12-15,1
20141202,TN,100.00,0.00,0.00,0.00,0.00,0.00,2014-12-02,2014-12-08,1
20141125,TN,100.00,0.00,0.00,0.00,0.00,0.00,2014-11-25,2014-12-01,1
20141118,TN,100.00,0.00,0.00,0.00,0.00,0.00,2014-11-18,2014-11-24,1
20141111,TN,100.00,0.00,0.00,0.00,0.00,0.00,2014-11-11,2014-11-17,1
20141104,TN,100.00,0.00,0.00,0.00,0.00,0.00,2014-11-04,2014-11-10,1
20141028,TN,100.00,0.00,0.00,0.00,0.00,0.00,2014-10-28,2014-11-03,1
20141021,TN,100.00,0.00,0.00,0.00,0.00,0.00,2014-10-21,2014-10-27,1
20141014,TN,100.00,0.00,0.00,0.00,0.00,0.00,2014-10-14,2014-10-20,1
20141007,TN,85.85,14.15,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13,1
20140930,TN,85.58,14.42,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06,1
